grid_id,total_species,type1_freq,type2_freq,type3_freq,type4_freq,type5_freq,type6_freq,lat_range,lon_range
14495,2,0.5,0,0,0.5,0,0,48.28 - 48.87,137.36 - 138.26
14496,2,0.5,0,0,0.5,0,0,48.28 - 48.87,138.26 - 139.15
14498,1,1,0,0,0,0,0,48.28 - 48.87,140.05 - 140.95
14500,3,0.333333333333333,0,0.333333333333333,0.333333333333333,0,0,48.28 - 48.87,141.85 - 142.75
14595,1,0,0,1,0,0,0,48.87 - 49.46,-0.9
14596,1,0,0,1,0,0,0,48.87 - 49.46,-0.9
14597,2,0.5,0,0.5,0,0,0,48.87 - 49.46,-0.9
14598,3,0.666666666666667,0,0.333333333333333,0,0,0,48.87 - 49.46,-0.89
14599,3,0.666666666666667,0,0.333333333333333,0,0,0,48.87 - 49.46,-0.9
14600,3,0.666666666666667,0,0.333333333333333,0,0,0,48.87 - 49.46,-0.9
14601,1,1,0,0,0,0,0,48.87 - 49.46,-0.9
14602,2,0.5,0,0.5,0,0,0,48.87 - 49.46,-0.9
14603,2,0.5,0,0.5,0,0,0,48.87 - 49.46,-0.9
14604,3,0.666666666666667,0,0.333333333333333,0,0,0,48.87 - 49.46,-0.89
14605,2,0.5,0,0.5,0,0,0,48.87 - 49.46,-0.9
14606,2,0.5,0,0.5,0,0,0,48.87 - 49.46,-0.9
14607,2,0.5,0,0.5,0,0,0,48.87 - 49.46,-0.9
14608,2,1,0,0,0,0,0,48.87 - 49.46,-0.9
14610,1,1,0,0,0,0,0,48.87 - 49.46,-0.89
14621,1,0,0,1,0,0,0,48.87 - 49.46,-0.89
14622,1,0,0,1,0,0,0,48.87 - 49.46,-0.9
14623,1,0,0,1,0,0,0,48.87 - 49.46,-0.9
14624,1,0,0,1,0,0,0,48.87 - 49.46,-0.9
14625,1,0,0,1,0,0,0,48.87 - 49.46,-0.9
14626,1,0,0,1,0,0,0,48.87 - 49.46,-0.9
14627,1,0,0,1,0,0,0,48.87 - 49.46,-0.89
14629,1,0,0,1,0,0,0,48.87 - 49.46,-0.9
14630,1,0,0,1,0,0,0,48.87 - 49.46,-0.9
14631,1,0,0,1,0,0,0,48.87 - 49.46,-0.9
14632,1,0,0,1,0,0,0,48.87 - 49.46,-0.9
14633,1,0,0,1,0,0,0,48.87 - 49.46,-0.89
14634,2,0,0,1,0,0,0,48.87 - 49.46,-0.9
14636,1,0,0,1,0,0,0,48.87 - 49.46,-0.9
14643,1,0,0,1,0,0,0,48.87 - 49.46,-0.9
14644,1,0,0,1,0,0,0,48.87 - 49.46,-0.9
14648,1,0,0,1,0,0,0,48.87 - 49.46,-0.9
14649,1,0,0,1,0,0,0,48.87 - 49.46,-0.9
14652,1,0,0,1,0,0,0,48.87 - 49.46,-0.9
14654,1,0,0,1,0,0,0,48.87 - 49.46,-0.9
14656,1,0,0,1,0,0,0,48.87 - 49.46,-0.9
14658,1,0,0,1,0,0,0,48.87 - 49.46,-0.9
14659,1,0,0,1,0,0,0,48.87 - 49.46,-0.9
14673,1,0,0,1,0,0,0,48.87 - 49.46,-0.9
14674,1,0,0,1,0,0,0,48.87 - 49.46,-0.9
14738,1,0,0,0,0,0,1,48.87 - 49.46,2.61 - 3.51
14750,1,0,0,1,0,0,0,48.87 - 49.46,13.39 - 14.29
14751,1,0,0,1,0,0,0,48.87 - 49.46,14.29 - 15.19
14755,2,0,0,0.5,0.5,0,0,48.87 - 49.46,17.88 - 18.78
14757,1,0,0,0,1,0,0,48.87 - 49.46,19.68 - 20.58
14758,1,0,0,0,1,0,0,48.87 - 49.46,20.58 - 21.47
14759,1,0,0,0,1,0,0,48.87 - 49.46,21.47 - 22.37
14764,1,0,0,0,1,0,0,48.87 - 49.46,25.97 - 26.86
14769,1,0,0,0,1,0,0,48.87 - 49.46,30.46 - 31.36
14770,1,0,0,0,1,0,0,48.87 - 49.46,31.36 - 32.25
14773,1,0,0,0,0,0,1,48.87 - 49.46,34.05 - 34.95
14774,1,0,0,0,0,0,1,48.87 - 49.46,34.95 - 35.85
14776,1,0,0,0,1,0,0,48.87 - 49.46,36.75 - 37.64
14778,1,0,0,0,1,0,0,48.87 - 49.46,38.54 - 39.44
14779,2,0,0,0,0.5,0,0.5,48.87 - 49.46,39.44 - 40.34
14781,1,0,0,0,1,0,0,48.87 - 49.46,41.24 - 42.14
14783,2,0,0,0,0.5,0,0.5,48.87 - 49.46,43.03 - 43.93
14784,2,0,0,0,0.5,0,0.5,48.87 - 49.46,43.93 - 44.83
14786,2,0,0,0,0.5,0,0.5,48.87 - 49.46,45.73 - 46.63
14787,2,0,0,0,0.5,0,0.5,48.87 - 49.46,46.63 - 47.53
14799,1,0,0,0,0,0,1,48.87 - 49.46,57.41 - 58.31
14800,2,0,0,0,0.5,0,0.5,48.87 - 49.46,58.31 - 59.2
14815,1,0,0,0,0,0,1,48.87 - 49.46,71.78 - 72.68
14816,1,0,0,0,0,0,1,48.87 - 49.46,72.68 - 73.58
14818,2,0,0,0,0.5,0,0.5,48.87 - 49.46,74.47 - 75.37
14819,3,0,0,0,0.333333333333333,0.333333333333333,0.333333333333333,48.87 - 49.46,75.37 - 76.27
14828,2,0,0,0,0,0.5,0.5,48.87 - 49.46,83.46 - 84.36
14830,3,0,0,0,1,0,0,48.87 - 49.46,85.25 - 86.15
14832,4,0,0,0,0.75,0,0.25,48.87 - 49.46,87.05 - 87.95
14833,2,0,0,0,1,0,0,48.87 - 49.46,87.95 - 88.85
14849,2,0,0,0,0.5,0,0.5,48.87 - 49.46,102.32 - 103.22
14851,2,0,0,0,0.5,0,0.5,48.87 - 49.46,104.12 - 105.02
14853,1,0,0,0,0,0,1,48.87 - 49.46,105.92 - 106.81
14854,4,0,0,0.25,0.5,0,0.25,48.87 - 49.46,106.81 - 107.71
14855,1,0,0,0,1,0,0,48.87 - 49.46,107.71 - 108.61
14858,2,0,0,0.5,0.5,0,0,48.87 - 49.46,110.41 - 111.31
14859,1,0,0,0,1,0,0,48.87 - 49.46,111.31 - 112.2
14860,4,0,0,0.25,0.25,0.25,0.25,48.87 - 49.46,112.2 - 113.1
14868,5,0,0,0.2,0.2,0.2,0.4,48.87 - 49.46,119.39 - 120.29
14869,7,0,0.142857142857143,0.142857142857143,0.428571428571429,0,0.285714285714286,48.87 - 49.46,120.29 - 121.19
14874,3,0,0,0.333333333333333,0.666666666666667,0,0,48.87 - 49.46,124.78 - 125.68
14880,3,0,0,0.333333333333333,0.666666666666667,0,0,48.87 - 49.46,130.17 - 131.07
14881,1,1,0,0,0,0,0,48.87 - 49.46,131.07 - 131.97
14882,3,0.333333333333333,0,0.333333333333333,0.333333333333333,0,0,48.87 - 49.46,131.97 - 132.87
14883,4,0.25,0,0.25,0.5,0,0,48.87 - 49.46,132.87 - 133.76
14885,1,1,0,0,0,0,0,48.87 - 49.46,134.66 - 135.56
14886,2,0.5,0,0.5,0,0,0,48.87 - 49.46,135.56 - 136.46
14889,1,1,0,0,0,0,0,48.87 - 49.46,138.26 - 139.15
14890,1,1,0,0,0,0,0,48.87 - 49.46,139.15 - 140.05
14891,1,0,0,0,1,0,0,48.87 - 49.46,140.05 - 140.95
14987,1,0,0,1,0,0,0,49.46 - 50.04,-0.9
14988,2,0.5,0,0.5,0,0,0,49.46 - 50.04,-0.9
14989,1,0,0,1,0,0,0,49.46 - 50.04,-0.9
14990,2,0.5,0,0.5,0,0,0,49.46 - 50.04,-0.9
14991,2,0.5,0,0.5,0,0,0,49.46 - 50.04,-0.89
14992,2,0.5,0,0.5,0,0,0,49.46 - 50.04,-0.9
14993,3,0.666666666666667,0,0.333333333333333,0,0,0,49.46 - 50.04,-0.9
14994,1,1,0,0,0,0,0,49.46 - 50.04,-0.9
14995,2,0.5,0,0.5,0,0,0,49.46 - 50.04,-0.9
14996,1,1,0,0,0,0,0,49.46 - 50.04,-0.9
14997,3,0.666666666666667,0,0.333333333333333,0,0,0,49.46 - 50.04,-0.89
14998,1,1,0,0,0,0,0,49.46 - 50.04,-0.9
14999,1,1,0,0,0,0,0,49.46 - 50.04,-0.9
15000,2,1,0,0,0,0,0,49.46 - 50.04,-0.9
15001,1,1,0,0,0,0,0,49.46 - 50.04,-0.9
15005,1,1,0,0,0,0,0,49.46 - 50.04,-0.9
15006,1,1,0,0,0,0,0,49.46 - 50.04,-0.9
15014,1,0,0,1,0,0,0,49.46 - 50.04,-0.89
15015,1,0,0,1,0,0,0,49.46 - 50.04,-0.9
15016,1,0,0,1,0,0,0,49.46 - 50.04,-0.9
15017,1,0,0,1,0,0,0,49.46 - 50.04,-0.9
15018,1,0,0,1,0,0,0,49.46 - 50.04,-0.9
15019,1,0,0,1,0,0,0,49.46 - 50.04,-0.9
15020,1,0,0,1,0,0,0,49.46 - 50.04,-0.89
15021,1,0,0,1,0,0,0,49.46 - 50.04,-0.9
15022,1,0,0,1,0,0,0,49.46 - 50.04,-0.9
15023,1,0,0,1,0,0,0,49.46 - 50.04,-0.9
15024,1,0,0,1,0,0,0,49.46 - 50.04,-0.9
15025,1,0,0,1,0,0,0,49.46 - 50.04,-0.9
15026,1,0,0,1,0,0,0,49.46 - 50.04,-0.89
15027,1,0,0,1,0,0,0,49.46 - 50.04,-0.9
15028,1,0,0,1,0,0,0,49.46 - 50.04,-0.9
15030,1,0,0,1,0,0,0,49.46 - 50.04,-0.9
15031,1,0,0,1,0,0,0,49.46 - 50.04,-0.9
15034,1,0,0,1,0,0,0,49.46 - 50.04,-0.9
15035,1,0,0,1,0,0,0,49.46 - 50.04,-0.9
15037,1,0,0,1,0,0,0,49.46 - 50.04,-0.9
15038,1,0,0,1,0,0,0,49.46 - 50.04,-0.89
15046,1,0,0,1,0,0,0,49.46 - 50.04,-0.9
15048,1,0,0,1,0,0,0,49.46 - 50.04,-0.9
15049,1,0,0,1,0,0,0,49.46 - 50.04,-0.9
15051,1,0,0,1,0,0,0,49.46 - 50.04,-0.9
15063,1,0,0,1,0,0,0,49.46 - 50.04,-0.9
15065,1,0,0,1,0,0,0,49.46 - 50.04,-0.9
15133,1,0,0,0,0,0,1,49.46 - 50.04,4.41 - 5.3
15141,1,0,0,1,0,0,0,49.46 - 50.04,11.59 - 12.49
15144,1,0,0,1,0,0,0,49.46 - 50.04,14.29 - 15.19
15159,1,0,0,0,1,0,0,49.46 - 50.04,27.76 - 28.66
15162,1,0,0,0,1,0,0,49.46 - 50.04,30.46 - 31.36
15164,1,0,0,0,1,0,0,49.46 - 50.04,32.25 - 33.15
15166,1,0,0,0,1,0,0,49.46 - 50.04,34.05 - 34.95
15168,1,0,0,0,1,0,0,49.46 - 50.04,35.85 - 36.75
15170,2,0,0,0,0.5,0,0.5,49.46 - 50.04,37.64 - 38.54
15171,1,0,0,0,1,0,0,49.46 - 50.04,38.54 - 39.44
15173,2,0,0,0,0.5,0,0.5,49.46 - 50.04,40.34 - 41.24
15174,2,0,0,0,0.5,0,0.5,49.46 - 50.04,41.24 - 42.14
15175,2,0,0,0,0.5,0,0.5,49.46 - 50.04,42.14 - 43.03
15176,1,0,0,0,0,0,1,49.46 - 50.04,43.03 - 43.93
15178,2,0,0,0,0.5,0,0.5,49.46 - 50.04,44.83 - 45.73
15180,2,0,0,0,0.5,0,0.5,49.46 - 50.04,46.63 - 47.53
15181,1,0,0,0,0,0,1,49.46 - 50.04,47.53 - 48.42
15195,1,0,0,0,0,0,1,49.46 - 50.04,60.1 - 61
15209,2,0,0,0,0.5,0,0.5,49.46 - 50.04,72.68 - 73.58
15212,1,0,0,0,0,0,1,49.46 - 50.04,75.37 - 76.27
15213,1,0,0,0,0,1,0,49.46 - 50.04,76.27 - 77.17
15217,1,0,0,0,0,0,1,49.46 - 50.04,79.86 - 80.76
15220,2,0,0,0,0,0.5,0.5,49.46 - 50.04,82.56 - 83.46
15221,1,0,0,0,0,1,0,49.46 - 50.04,83.46 - 84.36
15223,3,0,0,0,0.666666666666667,0,0.333333333333333,49.46 - 50.04,85.25 - 86.15
15224,4,0,0,0,0.75,0,0.25,49.46 - 50.04,86.15 - 87.05
15225,4,0,0,0,0.75,0,0.25,49.46 - 50.04,87.05 - 87.95
15226,3,0,0,0,1,0,0,49.46 - 50.04,87.95 - 88.85
15227,2,0,0,0,1,0,0,49.46 - 50.04,88.85 - 89.75
15229,1,0,0,0,0,0,1,49.46 - 50.04,90.64 - 91.54
15232,1,0,0,0,1,0,0,49.46 - 50.04,93.34 - 94.24
15244,1,0,0,0,0,0,1,49.46 - 50.04,104.12 - 105.02
15245,2,0,0,0.5,0,0,0.5,49.46 - 50.04,105.02 - 105.92
15247,2,0,0,0.5,0.5,0,0,49.46 - 50.04,106.81 - 107.71
15248,2,0,0,0.5,0.5,0,0,49.46 - 50.04,107.71 - 108.61
15250,3,0,0,0.333333333333333,0.333333333333333,0,0.333333333333333,49.46 - 50.04,109.51 - 110.41
15251,5,0,0,0.2,0.6,0,0.2,49.46 - 50.04,110.41 - 111.31
15252,2,0,0,0,0.5,0,0.5,49.46 - 50.04,111.31 - 112.2
15253,2,0,0,0,0.5,0,0.5,49.46 - 50.04,112.2 - 113.1
15258,4,0,0.25,0,0,0.25,0.5,49.46 - 50.04,116.7 - 117.59
15259,1,0,0,0,1,0,0,49.46 - 50.04,117.59 - 118.49
15263,1,0,0,0,1,0,0,49.46 - 50.04,121.19 - 122.09
15267,3,0,0,0.333333333333333,0.333333333333333,0,0.333333333333333,49.46 - 50.04,124.78 - 125.68
15270,1,0,0,1,0,0,0,49.46 - 50.04,127.48 - 128.37
15271,2,0,0,0.5,0.5,0,0,49.46 - 50.04,128.37 - 129.27
15272,1,0,0,0,1,0,0,49.46 - 50.04,129.27 - 130.17
15273,3,0.333333333333333,0,0.333333333333333,0.333333333333333,0,0,49.46 - 50.04,130.17 - 131.07
15279,2,0,0,0.5,0.5,0,0,49.46 - 50.04,135.56 - 136.46
15280,4,0.25,0,0.25,0.5,0,0,49.46 - 50.04,136.46 - 137.36
15282,1,1,0,0,0,0,0,49.46 - 50.04,138.26 - 139.15
15283,2,0.5,0,0,0.5,0,0,49.46 - 50.04,139.15 - 140.05
15286,2,0.5,0,0.5,0,0,0,49.46 - 50.04,141.85 - 142.75
15287,3,0.333333333333333,0,0.333333333333333,0.333333333333333,0,0,49.46 - 50.04,142.75 - 143.64
15379,1,0,0,1,0,0,0,50.04 - 50.61,-0.9
15380,1,0,0,1,0,0,0,50.04 - 50.61,-0.9
15381,1,0,0,1,0,0,0,50.04 - 50.61,-0.9
15383,2,0.5,0,0.5,0,0,0,50.04 - 50.61,-0.9
15384,3,0.666666666666667,0,0.333333333333333,0,0,0,50.04 - 50.61,-0.89
15385,2,0.5,0,0.5,0,0,0,50.04 - 50.61,-0.9
15386,1,1,0,0,0,0,0,50.04 - 50.61,-0.9
15387,1,1,0,0,0,0,0,50.04 - 50.61,-0.9
15388,2,0.5,0,0.5,0,0,0,50.04 - 50.61,-0.9
15389,1,1,0,0,0,0,0,50.04 - 50.61,-0.9
15390,2,0.5,0,0.5,0,0,0,50.04 - 50.61,-0.89
15391,1,1,0,0,0,0,0,50.04 - 50.61,-0.9
15392,1,1,0,0,0,0,0,50.04 - 50.61,-0.9
15393,1,1,0,0,0,0,0,50.04 - 50.61,-0.9
15404,1,0,0,1,0,0,0,50.04 - 50.61,-0.9
15405,1,0,0,1,0,0,0,50.04 - 50.61,-0.9
15407,1,0,0,1,0,0,0,50.04 - 50.61,-0.89
15408,1,0,0,1,0,0,0,50.04 - 50.61,-0.9
15409,1,0,0,1,0,0,0,50.04 - 50.61,-0.9
15410,1,0,0,1,0,0,0,50.04 - 50.61,-0.9
15412,1,0,0,1,0,0,0,50.04 - 50.61,-0.9
15413,1,0,0,1,0,0,0,50.04 - 50.61,-0.89
15414,1,0,0,1,0,0,0,50.04 - 50.61,-0.9
15415,1,0,0,1,0,0,0,50.04 - 50.61,-0.9
15418,1,0,0,1,0,0,0,50.04 - 50.61,-0.9
15419,1,0,0,1,0,0,0,50.04 - 50.61,-0.89
15421,1,0,0,1,0,0,0,50.04 - 50.61,-0.9
15426,1,0,0,1,0,0,0,50.04 - 50.61,-0.9
15427,1,0,0,1,0,0,0,50.04 - 50.61,-0.9
15428,1,0,0,1,0,0,0,50.04 - 50.61,-0.9
15431,1,0,0,1,0,0,0,50.04 - 50.61,-0.89
15437,1,0,0,1,0,0,0,50.04 - 50.61,-0.89
15447,1,0,0,1,0,0,0,50.04 - 50.61,-0.9
15449,1,0,0,1,0,0,0,50.04 - 50.61,-0.89
15450,1,0,0,1,0,0,0,50.04 - 50.61,-0.9
15452,1,0,0,1,0,0,0,50.04 - 50.61,-0.9
15534,1,0,0,1,0,0,0,50.04 - 50.61,11.59 - 12.49
15539,1,0,0,1,0,0,0,50.04 - 50.61,16.08 - 16.98
15541,1,0,0,0,1,0,0,50.04 - 50.61,17.88 - 18.78
15545,1,0,0,1,0,0,0,50.04 - 50.61,21.47 - 22.37
15551,1,0,0,0,1,0,0,50.04 - 50.61,26.86 - 27.76
15552,2,0,0,0.5,0.5,0,0,50.04 - 50.61,27.76 - 28.66
15554,2,0,0,0.5,0.5,0,0,50.04 - 50.61,29.56 - 30.46
15559,3,0,0,0.333333333333333,0.333333333333333,0,0.333333333333333,50.04 - 50.61,34.05 - 34.95
15561,1,0,0,0,1,0,0,50.04 - 50.61,35.85 - 36.75
15563,1,0,0,0,1,0,0,50.04 - 50.61,37.64 - 38.54
15565,1,0,0,0,1,0,0,50.04 - 50.61,39.44 - 40.34
15566,1,0,0,0,1,0,0,50.04 - 50.61,40.34 - 41.24
15567,1,0,0,0,1,0,0,50.04 - 50.61,41.24 - 42.14
15568,2,0,0,0,0.5,0,0.5,50.04 - 50.61,42.14 - 43.03
15570,1,0,0,0,1,0,0,50.04 - 50.61,43.93 - 44.83
15571,2,0,0,0,0.5,0,0.5,50.04 - 50.61,44.83 - 45.73
15572,2,0,0,0,0.5,0,0.5,50.04 - 50.61,45.73 - 46.63
15575,1,0,0,0,0,0,1,50.04 - 50.61,48.42 - 49.32
15581,1,0,0,0,0,0,1,50.04 - 50.61,53.81 - 54.71
15584,1,0,0,0,0,0,1,50.04 - 50.61,56.51 - 57.41
15602,1,0,0,0,0,0,1,50.04 - 50.61,72.68 - 73.58
15603,2,0,0,0,0,0.5,0.5,50.04 - 50.61,73.58 - 74.47
15606,1,0,0,0,0,0,1,50.04 - 50.61,76.27 - 77.17
15610,1,0,0,0,0,0,1,50.04 - 50.61,79.86 - 80.76
15612,1,0,0,0,1,0,0,50.04 - 50.61,81.66 - 82.56
15613,3,0,0,0,0.666666666666667,0,0.333333333333333,50.04 - 50.61,82.56 - 83.46
15614,1,0,0,0,1,0,0,50.04 - 50.61,83.46 - 84.36
15615,4,0,0,0,0.5,0.25,0.25,50.04 - 50.61,84.36 - 85.25
15616,6,0,0,0,0.666666666666667,0.166666666666667,0.166666666666667,50.04 - 50.61,85.25 - 86.15
15617,6,0,0,0,0.666666666666667,0.166666666666667,0.166666666666667,50.04 - 50.61,86.15 - 87.05
15618,5,0,0,0,0.6,0.2,0.2,50.04 - 50.61,87.05 - 87.95
15619,4,0,0,0,0.5,0.25,0.25,50.04 - 50.61,87.95 - 88.85
15620,3,0,0,0,1,0,0,50.04 - 50.61,88.85 - 89.75
15621,3,0,0,0,1,0,0,50.04 - 50.61,89.75 - 90.64
15622,1,0,0,0,1,0,0,50.04 - 50.61,90.64 - 91.54
15626,2,0,0,0,1,0,0,50.04 - 50.61,94.24 - 95.14
15627,2,0,0,0,1,0,0,50.04 - 50.61,95.14 - 96.03
15628,2,0,0,0,1,0,0,50.04 - 50.61,96.03 - 96.93
15629,1,0,0,0,1,0,0,50.04 - 50.61,96.93 - 97.83
15631,2,0,0,0,1,0,0,50.04 - 50.61,98.73 - 99.63
15632,1,0,0,0,1,0,0,50.04 - 50.61,99.63 - 100.53
15636,1,0,0,0,1,0,0,50.04 - 50.61,103.22 - 104.12
15637,1,0,0,0,1,0,0,50.04 - 50.61,104.12 - 105.02
15638,1,0,0,0,0,0,1,50.04 - 50.61,105.02 - 105.92
15639,2,0,0,0,0.5,0,0.5,50.04 - 50.61,105.92 - 106.81
15640,4,0,0,0.25,0.5,0,0.25,50.04 - 50.61,106.81 - 107.71
15641,1,0,0,0,0,0,1,50.04 - 50.61,107.71 - 108.61
15642,1,0,0,1,0,0,0,50.04 - 50.61,108.61 - 109.51
15643,3,0,0,0.333333333333333,0.666666666666667,0,0,50.04 - 50.61,109.51 - 110.41
15646,1,0,0,0,0,0,1,50.04 - 50.61,112.2 - 113.1
15647,2,0,0,0,0.5,0,0.5,50.04 - 50.61,113.1 - 114
15648,3,0,0,0,0.666666666666667,0,0.333333333333333,50.04 - 50.61,114 - 114.9
15649,1,0,0,0,0,0,1,50.04 - 50.61,114.9 - 115.8
15650,2,0,0,0,0.5,0,0.5,50.04 - 50.61,115.8 - 116.7
15651,2,0,0,0,1,0,0,50.04 - 50.61,116.7 - 117.59
15652,2,0,0,0,1,0,0,50.04 - 50.61,117.59 - 118.49
15654,6,0,0.166666666666667,0.166666666666667,0.666666666666667,0,0,50.04 - 50.61,119.39 - 120.29
15658,7,0,0.142857142857143,0.142857142857143,0.571428571428571,0,0.142857142857143,50.04 - 50.61,122.98 - 123.88
15662,1,0,0,0,1,0,0,50.04 - 50.61,126.58 - 127.48
15663,2,0,0,0.5,0.5,0,0,50.04 - 50.61,127.48 - 128.37
15664,1,0,0,1,0,0,0,50.04 - 50.61,128.37 - 129.27
15666,1,0,0,0,1,0,0,50.04 - 50.61,130.17 - 131.07
15667,2,0.5,0,0,0.5,0,0,50.04 - 50.61,131.07 - 131.97
15668,1,1,0,0,0,0,0,50.04 - 50.61,131.97 - 132.87
15670,2,0.5,0,0,0.5,0,0,50.04 - 50.61,133.76 - 134.66
15671,3,0.333333333333333,0,0.333333333333333,0.333333333333333,0,0,50.04 - 50.61,134.66 - 135.56
15673,2,0,0,0.5,0.5,0,0,50.04 - 50.61,136.46 - 137.36
15675,1,1,0,0,0,0,0,50.04 - 50.61,138.26 - 139.15
15676,1,1,0,0,0,0,0,50.04 - 50.61,139.15 - 140.05
15680,1,0,0,0,1,0,0,50.04 - 50.61,142.75 - 143.64
15681,3,0.333333333333333,0,0.333333333333333,0.333333333333333,0,0,50.04 - 50.61,143.64 - 144.54
15694,1,1,0,0,0,0,0,50.04 - 50.61,155.32 - 156.22
15772,1,0,0,1,0,0,0,50.61 - 51.18,-0.9
15773,1,0,0,1,0,0,0,50.61 - 51.18,-0.9
15776,2,0.5,0,0.5,0,0,0,50.61 - 51.18,-0.9
15777,2,0.5,0,0.5,0,0,0,50.61 - 51.18,-0.89
15778,1,1,0,0,0,0,0,50.61 - 51.18,-0.9
15779,1,1,0,0,0,0,0,50.61 - 51.18,-0.9
15780,2,0.5,0,0.5,0,0,0,50.61 - 51.18,-0.9
15781,2,0.5,0,0.5,0,0,0,50.61 - 51.18,-0.9
15782,3,0.666666666666667,0,0.333333333333333,0,0,0,50.61 - 51.18,-0.9
15784,2,1,0,0,0,0,0,50.61 - 51.18,-0.9
15785,1,1,0,0,0,0,0,50.61 - 51.18,-0.9
15786,1,1,0,0,0,0,0,50.61 - 51.18,-0.9
15795,1,0,0,1,0,0,0,50.61 - 51.18,-0.89
15797,1,0,0,1,0,0,0,50.61 - 51.18,-0.9
15802,1,0,0,1,0,0,0,50.61 - 51.18,-0.9
15803,1,0,0,1,0,0,0,50.61 - 51.18,-0.9
15805,1,0,0,1,0,0,0,50.61 - 51.18,-0.9
15806,1,0,0,1,0,0,0,50.61 - 51.18,-0.89
15807,1,0,0,1,0,0,0,50.61 - 51.18,-0.9
15808,1,0,0,1,0,0,0,50.61 - 51.18,-0.9
15809,1,0,0,1,0,0,0,50.61 - 51.18,-0.9
15810,1,0,0,1,0,0,0,50.61 - 51.18,-0.9
15819,1,0,0,1,0,0,0,50.61 - 51.18,-0.9
15823,1,0,0,1,0,0,0,50.61 - 51.18,-0.9
15824,1,0,0,1,0,0,0,50.61 - 51.18,-0.89
15832,1,0,0,1,0,0,0,50.61 - 51.18,-0.9
15833,1,0,0,1,0,0,0,50.61 - 51.18,-0.9
15836,1,0,0,1,0,0,0,50.61 - 51.18,-0.89
15837,1,0,0,1,0,0,0,50.61 - 51.18,-0.9
15843,1,0,0,1,0,0,0,50.61 - 51.18,-0.9
15930,1,0,0,1,0,0,0,50.61 - 51.18,14.29 - 15.19
15932,1,0,0,1,0,0,0,50.61 - 51.18,16.08 - 16.98
15944,1,0,0,0,1,0,0,50.61 - 51.18,26.86 - 27.76
15945,1,0,0,1,0,0,0,50.61 - 51.18,27.76 - 28.66
15956,1,0,0,0,1,0,0,50.61 - 51.18,37.64 - 38.54
15957,1,0,0,0,1,0,0,50.61 - 51.18,38.54 - 39.44
15958,1,0,0,0,1,0,0,50.61 - 51.18,39.44 - 40.34
15959,1,0,0,0,1,0,0,50.61 - 51.18,40.34 - 41.24
15960,2,0,0,0,0.5,0,0.5,50.61 - 51.18,41.24 - 42.14
15963,1,0,0,0,1,0,0,50.61 - 51.18,43.93 - 44.83
15974,2,0,0,0,0.5,0,0.5,50.61 - 51.18,53.81 - 54.71
15975,1,0,0,0,1,0,0,50.61 - 51.18,54.71 - 55.61
15976,2,0,0,0,0.5,0,0.5,50.61 - 51.18,55.61 - 56.51
15978,2,0,0,0,0.5,0,0.5,50.61 - 51.18,57.41 - 58.31
15980,2,0,0,0,0.5,0,0.5,50.61 - 51.18,59.2 - 60.1
15982,2,0,0,0,0.5,0,0.5,50.61 - 51.18,61 - 61.9
15994,1,0,0,0,1,0,0,50.61 - 51.18,71.78 - 72.68
16004,1,0,0,0,0,0,1,50.61 - 51.18,80.76 - 81.66
16005,4,0,0,0,0.5,0.25,0.25,50.61 - 51.18,81.66 - 82.56
16006,5,0,0,0,0.6,0.2,0.2,50.61 - 51.18,82.56 - 83.46
16007,3,0,0,0,0.666666666666667,0.333333333333333,0,50.61 - 51.18,83.46 - 84.36
16008,3,0,0,0,0.666666666666667,0.333333333333333,0,50.61 - 51.18,84.36 - 85.25
16009,4,0,0,0,0.5,0.25,0.25,50.61 - 51.18,85.25 - 86.15
16010,3,0,0,0,0.666666666666667,0.333333333333333,0,50.61 - 51.18,86.15 - 87.05
16011,5,0,0,0,0.6,0.2,0.2,50.61 - 51.18,87.05 - 87.95
16012,4,0,0,0,0.5,0.25,0.25,50.61 - 51.18,87.95 - 88.85
16014,2,0,0,0,1,0,0,50.61 - 51.18,89.75 - 90.64
16015,2,0,0,0,1,0,0,50.61 - 51.18,90.64 - 91.54
16016,2,0,0,0,1,0,0,50.61 - 51.18,91.54 - 92.44
16017,2,0,0,0,1,0,0,50.61 - 51.18,92.44 - 93.34
16018,3,0,0,0,1,0,0,50.61 - 51.18,93.34 - 94.24
16019,1,0,0,0,1,0,0,50.61 - 51.18,94.24 - 95.14
16020,2,0,0,0,1,0,0,50.61 - 51.18,95.14 - 96.03
16021,2,0,0,0,1,0,0,50.61 - 51.18,96.03 - 96.93
16024,2,0,0,0,1,0,0,50.61 - 51.18,98.73 - 99.63
16025,1,0,0,0,1,0,0,50.61 - 51.18,99.63 - 100.53
16026,1,0,0,0,1,0,0,50.61 - 51.18,100.53 - 101.42
16028,1,0,0,0,1,0,0,50.61 - 51.18,102.32 - 103.22
16030,1,0,0,0,1,0,0,50.61 - 51.18,104.12 - 105.02
16031,5,0,0,0.2,0.6,0,0.2,50.61 - 51.18,105.02 - 105.92
16032,2,0,0,0,0.5,0,0.5,50.61 - 51.18,105.92 - 106.81
16033,4,0,0,0.25,0.5,0,0.25,50.61 - 51.18,106.81 - 107.71
16034,3,0,0,0.333333333333333,0.333333333333333,0,0.333333333333333,50.61 - 51.18,107.71 - 108.61
